,category1_name,category2_no,category2_name,category3_no,category3_name,href
289,游戏,1k5i,设计,0306,游戏动作,https://www.lagou.com/zhaopin/youxidongzuo1/
290,游戏,1k5i,设计,0307,游戏动效,https://www.lagou.com/zhaopin/youxidongxiao/
291,游戏,1k5i,设计,0308,游戏美工,https://www.lagou.com/zhaopin/youximeigong/
292,游戏,1k5i,运营/推广,0401,游戏运营,https://www.lagou.com/zhaopin/youxiyunying1/
293,游戏,1k5i,运营/推广,0402,游戏编辑,https://www.lagou.com/zhaopin/youxibianji/
294,游戏,1k5i,运营/推广,0403,游戏推广,https://www.lagou.com/zhaopin/youxituiguang/
295,游戏,1k5i,运营/推广,0404,手游推广,https://www.lagou.com/zhaopin/shouyoutuiguang/
296,游戏,1k5i,运营/推广,0405,页游推广,https://www.lagou.com/zhaopin/yeyoutuiguang/
297,游戏,1k5i,其他,0501,游戏主播,https://www.lagou.com/zhaopin/youxizhuobo/
298,游戏,1k5i,其他,0502,游戏陪练,https://www.lagou.com/zhaopin/youxipeilian/
299,游戏,1k5i,其他,0503,游戏体验,https://www.lagou.com/zhaopin/youxitiyan/
300,游戏,1k5i,其他,0504,电竞主持,https://www.lagou.com/zhaopin/dianjingzhuchi/
301,游戏,1k5i,其他,0505,电竞讲师,https://www.lagou.com/zhaopin/dianjingjiangshi/
