239668	1
68974	1
241291	1
241541	1
241778	1
1041	1
242053	1
70496	1
71207	1
243414	1
244061	1
72041	1
1900	1
244591	1
72599	1
245262	1
73060	1
246441	1
73488	1
246826	1
247156	1
247465	1
74676	1
248223	1
3109	1
249179	1
249777	1
250070	1
76661	1
76946	1
251108	1
4283	1
251464	1
77284	1
77597	1
252045	1
77819	1
77923	1
252697	1
78057	1
78207	1
5237	1
253575	1
5352	1
5573	1
79151	1
79385	1
79586	1
255144	1
6186	1
6337	1
256380	1
80476	1
256630	1
6816	1
257617	1
81194	1
257856	1
258125	1
258456	1
81642	1
7556	1
258812	1
259040	1
82372	1
8108	1
260052	1
8485	1
83287	1
261049	1
83521	1
84096	1
9083	1
262170	1
84553	1
262467	1
9605	1
262904	1
9758	1
85475	1
264028	1
264837	1
266149	1
11601	1
266537	1
12038	1
267490	1
12255	1
267851	1
12444	1
89041	1
268680	1
269475	1
89711	1
269841	1
13361	1
90191	1
271214	1
90563	1
271754	1
90856	1
14337	1
91496	1
273415	1
274037	1
15126	1
15405	1
274987	1
93233	1
275634	1
15972	1
275947	1
93634	1
277469	1
277793	1
278304	1
278691	1
95681	1
279352	1
280101	1
96781	1
97001	1
281279	1
97423	1
281586	1
98401	1
283723	1
284483	1
285320	1
285831	1
44463	1
287541	1
23455	1
287829	1
44941	1
288158	1
288325	1
288571	1
288870	1
289054	1
289371	1
289582	1
25169	1
289879	1
46713	1
290340	1
46892	1
290883	1
25804	1
291352	1
26074	1
291686	1
292002	1
292257	1
292554	1
292848	1
293236	1
48730	1
293459	1
48901	1
293624	1
27797	1
293913	1
294358	1
294664	1
49855	1
294951	1
28838	1
295197	1
295416	1
295758	1
296055	1
296347	1
296757	1
51636	1
297059	1
51869	1
297426	1
297652	1
297975	1
31098	1
298170	1
298603	1
298825	1
31748	1
299109	1
299416	1
53569	1
299794	1
300136	1
300324	1
54146	1
300562	1
54328	1
300836	1
54525	1
33282	1
301329	1
54798	1
301674	1
55053	1
301929	1
55219	1
55397	1
55618	1
34491	1
34644	1
56480	1
35510	1
56986	1
36564	1
36716	1
58355	1
58783	1
37802	1
59946	1
60183	1
60422	1
39416	1
39616	1
60953	1
61332	1
40049	1
40861	1
63567	1
42370	1
43046	1
43861	1
66098	1
66778	1
67044	1
67259	1
84	1
238420	1
164901	1
129190	1
129429	1
165432	1
129962	1
165995	1
130463	1
166669	1
167280	1
167583	1
167945	1
168649	1
169211	1
169504	1
169803	1
134091	1
134363	1
134725	1
135034	1
171427	1
135218	1
171654	1
171861	1
136059	1
172689	1
172978	1
137128	1
173713	1
173930	1
174395	1
138731	1
139061	1
139375	1
175843	1
139907	1
140042	1
140272	1
177137	1
140679	1
177323	1
177587	1
141305	1
141667	1
142403	1
178528	1
179073	1
143402	1
145242	1
181983	1
145750	1
146009	1
146356	1
183695	1
147098	1
184227	1
184517	1
185389	1
185731	1
185964	1
149660	1
149902	1
186479	1
186903	1
150525	1
187217	1
187611	1
151145	1
152081	1
188932	1
189565	1
152718	1
189849	1
190933	1
154102	1
191455	1
154698	1
192307	1
192511	1
193251	1
156142	1
156322	1
156742	1
194921	1
158081	1
159161	1
159882	1
198336	1
160719	1
161010	1
198866	1
161608	1
199532	1
162148	1
162394	1
162565	1
163216	1
200838	1
201412	1
164342	1
203242	1
204058	1
100254	1
205495	1
205822	1
101303	1
101540	1
206530	1
102067	1
206869	1
102276	1
207337	1
207674	1
103365	1
103953	1
104191	1
104704	1
210656	1
211856	1
212214	1
212460	1
106357	1
212684	1
107038	1
213509	1
107570	1
107998	1
108381	1
215327	1
108794	1
215879	1
109810	1
217774	1
111116	1
112409	1
